,Close
2021-08-02 00:00:00-04:00,123.01904097060752
2021-08-03 00:00:00-04:00,123.67348335850868
2021-08-04 00:00:00-04:00,122.62433566157279
2021-08-05 00:00:00-04:00,124.5945753436521
2021-08-06 00:00:00-04:00,121.58688747897482
2021-08-09 00:00:00-04:00,120.76736020344238
2021-08-10 00:00:00-04:00,119.5008907066511
2021-08-11 00:00:00-04:00,117.76731294565404
2021-08-12 00:00:00-04:00,116.05638283996187
2021-08-13 00:00:00-04:00,114.95613257994047
2021-08-16 00:00:00-04:00,117.84434863311732
2021-08-17 00:00:00-04:00,118.60461214612522
2021-08-18 00:00:00-04:00,118.64932300703543
2021-08-19 00:00:00-04:00,122.07599163449655
2021-08-20 00:00:00-04:00,118.33837231167423
2021-08-23 00:00:00-04:00,115.26764769650188
2021-08-24 00:00:00-04:00,110.83135609476004
2021-08-25 00:00:00-04:00,113.88800765156508
2021-08-26 00:00:00-04:00,112.77511918434635
2021-08-27 00:00:00-04:00,113.7407227102891
2021-08-30 00:00:00-04:00,113.5862383301151
2021-08-31 00:00:00-04:00,114.32081413133254
2021-09-01 00:00:00-04:00,119.09300333569645
2021-09-02 00:00:00-04:00,116.05515913586808
2021-09-03 00:00:00-04:00,116.85202145443769
2021-09-06 00:00:00-04:00,116.73759697985159
2021-09-07 00:00:00-04:00,112.11024520411584
2021-09-08 00:00:00-04:00,113.27710749132528
2021-09-09 00:00:00-04:00,113.81601828418258
2021-09-10 00:00:00-04:00,113.99706608781997
2021-09-13 00:00:00-04:00,115.06776857194826
2021-09-14 00:00:00-04:00,113.9266630649996
2021-09-15 00:00:00-04:00,111.25173339602104
2021-09-16 00:00:00-04:00,110.90630550892837
2021-09-17 00:00:00-04:00,110.25123189078023
2021-09-20 00:00:00-04:00,109.84221392192799
2021-09-21 00:00:00-04:00,113.13603108515305
2021-09-22 00:00:00-04:00,115.88185257306716
2021-09-23 00:00:00-04:00,114.3349320373551
2021-09-24 00:00:00-04:00,112.19230516540858
2021-09-27 00:00:00-04:00,110.43943483619212
2021-09-28 00:00:00-04:00,108.92461305212149
2021-09-29 00:00:00-04:00,108.3627188943365
2021-09-30 00:00:00-04:00,105.20088831991225
2021-10-01 00:00:00-04:00,105.30838252577891
2021-10-04 00:00:00-04:00,104.16898516061917
2021-10-05 00:00:00-04:00,102.1302740920933
2021-10-06 00:00:00-04:00,99.47684448686277
2021-10-07 00:00:00-04:00,101.06398536824814
2021-10-08 00:00:00-04:00,104.4305273064474
2021-10-11 00:00:00-04:00,102.56251104649488
2021-10-12 00:00:00-04:00,101.898299258258
2021-10-13 00:00:00-04:00,102.38929908061759
2021-10-14 00:00:00-04:00,99.72023738157634
2021-10-15 00:00:00-04:00,97.60860651733776
2021-10-18 00:00:00-04:00,97.256248691987
2021-10-19 00:00:00-04:00,97.48418799596949
2021-10-20 00:00:00-04:00,93.45003636914146
2021-10-21 00:00:00-04:00,94.95364900468601
2021-10-22 00:00:00-04:00,95.9534582317532
2021-10-25 00:00:00-04:00,95.21071969315004
2021-10-26 00:00:00-04:00,94.51926885245257
2021-10-27 00:00:00-04:00,94.48900079307643
2021-10-28 00:00:00-04:00,93.90898168636858
2021-10-29 00:00:00-04:00,89.72663959853548
2021-11-01 00:00:00-04:00,86.95449674763522
2021-11-02 00:00:00-04:00,85.03969560013853
2021-11-03 00:00:00-04:00,84.93691923000875
2021-11-04 00:00:00-04:00,83.48326720438581
2021-11-05 00:00:00-04:00,84.44950281594211
2021-11-08 00:00:00-05:00,83.50421327882788
2021-11-09 00:00:00-05:00,84.76516742422807
2021-11-10 00:00:00-05:00,86.21477735762207
2021-11-11 00:00:00-05:00,84.25255165989576
2021-11-12 00:00:00-05:00,82.2898165121805
2021-11-15 00:00:00-05:00,78.98636414173706
2021-11-16 00:00:00-05:00,79.98606368330945
2021-11-17 00:00:00-05:00,81.44997709871645
2021-11-18 00:00:00-05:00,79.92702150640557
2021-11-19 00:00:00-05:00,79.38981175313016
2021-11-22 00:00:00-05:00,78.99604889256601
2021-11-23 00:00:00-05:00,77.7809086858587
2021-11-24 00:00:00-05:00,79.45799749806105
2021-11-25 00:00:00-05:00,78.96858915020755
2021-11-26 00:00:00-05:00,77.73101075733861
2021-11-29 00:00:00-05:00,79.18182145629368
2021-11-30 00:00:00-05:00,79.53640155343557
2021-12-01 00:00:00-05:00,78.47986505135653
2021-12-02 00:00:00-05:00,77.51920740738734
2021-12-03 00:00:00-05:00,76.55917424987379
2021-12-06 00:00:00-05:00,76.04705527820124
2021-12-07 00:00:00-05:00,74.65411029495351
2021-12-08 00:00:00-05:00,75.13946461853993
2021-12-09 00:00:00-05:00,73.05379010081003
2021-12-10 00:00:00-05:00,73.73995785504647
2021-12-13 00:00:00-05:00,73.92033423597391
2021-12-14 00:00:00-05:00,71.31920665385195
2021-12-15 00:00:00-05:00,73.61099494449802
2021-12-16 00:00:00-05:00,73.52211249889477
2021-12-17 00:00:00-05:00,73.37916975711542
2021-12-20 00:00:00-05:00,71.3485343890492
2021-12-21 00:00:00-05:00,72.15593318719729
2021-12-22 00:00:00-05:00,71.49782790050156
2021-12-23 00:00:00-05:00,72.96568245200619
2021-12-24 00:00:00-05:00,72.65081630242695
2021-12-27 00:00:00-05:00,72.78055801785727
2021-12-28 00:00:00-05:00,74.50348585548272
2021-12-29 00:00:00-05:00,72.38019155005846
2021-12-30 00:00:00-05:00,72.3668129290508
2021-12-31 00:00:00-05:00,73.85511456465767
2022-01-03 00:00:00-05:00,72.5883844810033
2022-01-04 00:00:00-05:00,71.35878223714224
2022-01-05 00:00:00-05:00,70.44793491696508
2022-01-06 00:00:00-05:00,71.21721108738213
2022-01-07 00:00:00-05:00,72.87246908921843
2022-01-10 00:00:00-05:00,74.2894104994464
2022-01-11 00:00:00-05:00,73.448253283106
2022-01-12 00:00:00-05:00,74.55562537033805
2022-01-13 00:00:00-05:00,72.79887008663503
2022-01-14 00:00:00-05:00,71.99987082867536
2022-01-17 00:00:00-05:00,73.28085303740859
2022-01-18 00:00:00-05:00,73.61762112029213
2022-01-19 00:00:00-05:00,73.96953998854026
2022-01-20 00:00:00-05:00,75.29395235116387
2022-01-21 00:00:00-05:00,74.15312647500096
2022-01-24 00:00:00-05:00,72.61028204652786
2022-01-25 00:00:00-05:00,71.65264353565517
2022-01-26 00:00:00-05:00,71.92154427943458
2022-01-27 00:00:00-05:00,71.45513524027038
2022-01-28 00:00:00-05:00,71.94558465865578
2022-01-31 00:00:00-05:00,73.40683853155032
2022-02-01 00:00:00-05:00,72.67488767936297
2022-02-02 00:00:00-05:00,74.08721698713224
2022-02-03 00:00:00-05:00,71.49389430689038
2022-02-04 00:00:00-05:00,69.8391493295701
2022-02-07 00:00:00-05:00,66.67673234829671
2022-02-08 00:00:00-05:00,65.04359912669713
2022-02-09 00:00:00-05:00,64.68012701202399
2022-02-10 00:00:00-05:00,63.33053241902925
2022-02-11 00:00:00-05:00,61.841292967153066
2022-02-14 00:00:00-05:00,61.15407810887616
2022-02-15 00:00:00-05:00,59.97256692954723
2022-02-16 00:00:00-05:00,59.474867646468844
2022-02-17 00:00:00-05:00,59.95224649680868
2022-02-18 00:00:00-05:00,60.638914550828154
2022-02-21 00:00:00-05:00,58.64100687900863
2022-02-22 00:00:00-05:00,59.671854225847795
2022-02-23 00:00:00-05:00,58.64963728628057
2022-02-24 00:00:00-05:00,59.55917415204475
2022-02-25 00:00:00-05:00,58.040343110191685
2022-02-28 00:00:00-05:00,57.924592200806046
2022-03-01 00:00:00-05:00,58.44429518745126
2022-03-02 00:00:00-05:00,58.15180552186984
2022-03-03 00:00:00-05:00,57.23551798103254
2022-03-04 00:00:00-05:00,59.027652950149886
2022-03-07 00:00:00-05:00,57.142228459354335
2022-03-08 00:00:00-05:00,56.73676440594849
2022-03-09 00:00:00-05:00,55.96801338180426
2022-03-10 00:00:00-05:00,55.54748865776281
2022-03-11 00:00:00-05:00,55.93894402409957
2022-03-14 00:00:00-04:00,56.409016778927196
2022-03-15 00:00:00-04:00,55.74919728561371
2022-03-16 00:00:00-04:00,54.85080451145435
2022-03-17 00:00:00-04:00,56.20305816197722
2022-03-18 00:00:00-04:00,57.395450883064896
2022-03-21 00:00:00-04:00,56.714106208683184
2022-03-22 00:00:00-04:00,55.71793524713261
2022-03-23 00:00:00-04:00,55.412617250586976
2022-03-24 00:00:00-04:00,55.05125194099911
2022-03-25 00:00:00-04:00,54.230433510973846
2022-03-28 00:00:00-04:00,55.16326656710463
2022-03-29 00:00:00-04:00,54.9008482001013
2022-03-30 00:00:00-04:00,54.76173262937116
2022-03-31 00:00:00-04:00,53.89852030662613
2022-04-01 00:00:00-04:00,54.75643749612002
2022-04-04 00:00:00-04:00,56.1617021052255
2022-04-05 00:00:00-04:00,54.366199325954994
2022-04-06 00:00:00-04:00,53.8621718551625
2022-04-07 00:00:00-04:00,55.10951418417133
2022-04-08 00:00:00-04:00,54.695637575967055
2022-04-11 00:00:00-04:00,53.51665561159564
2022-04-12 00:00:00-04:00,53.44225349388772
2022-04-13 00:00:00-04:00,54.44393084732294
2022-04-14 00:00:00-04:00,53.70203859470608
2022-04-15 00:00:00-04:00,53.756785937534225
2022-04-18 00:00:00-04:00,54.29433572552328
2022-04-19 00:00:00-04:00,54.81337194452733
2022-04-20 00:00:00-04:00,56.144637947747526
2022-04-21 00:00:00-04:00,56.54152571951933
2022-04-22 00:00:00-04:00,57.577547839727714
2022-04-25 00:00:00-04:00,56.434144145921394
2022-04-26 00:00:00-04:00,56.87180162969355
2022-04-27 00:00:00-04:00,57.98238577832469
2022-04-28 00:00:00-04:00,56.21137031080395
2022-04-29 00:00:00-04:00,54.97701916797155
2022-05-02 00:00:00-04:00,57.49648668092731
2022-05-03 00:00:00-04:00,57.30884751966722
2022-05-04 00:00:00-04:00,56.12872608256275
2022-05-05 00:00:00-04:00,57.39202317100991
2022-05-06 00:00:00-04:00,57.197008206763876
2022-05-09 00:00:00-04:00,56.56823026990895
2022-05-10 00:00:00-04:00,59.09448856713127
2022-05-11 00:00:00-04:00,59.246366531517815
2022-05-12 00:00:00-04:00,58.08356705675167
2022-05-13 00:00:00-04:00,59.344548624840904
2022-05-16 00:00:00-04:00,59.00314201675942
2022-05-17 00:00:00-04:00,59.65509562097924
2022-05-18 00:00:00-04:00,60.39476515755565
2022-05-19 00:00:00-04:00,60.01725514388047
2022-05-20 00:00:00-04:00,60.05805867039611
2022-05-23 00:00:00-04:00,62.73223439944485
2022-05-24 00:00:00-04:00,63.127043958567796
2022-05-25 00:00:00-04:00,63.28371032209365
2022-05-26 00:00:00-04:00,63.88716836919325
2022-05-27 00:00:00-04:00,63.519323721691684
2022-05-30 00:00:00-04:00,63.49862417301732
2022-05-31 00:00:00-04:00,63.467479992562524
2022-06-01 00:00:00-04:00,63.28946379116495
2022-06-02 00:00:00-04:00,62.192407507902125
2022-06-03 00:00:00-04:00,61.94233025330781
2022-06-06 00:00:00-04:00,61.10876017846491
2022-06-07 00:00:00-04:00,63.0510490068603
2022-06-08 00:00:00-04:00,63.14974147493704
2022-06-09 00:00:00-04:00,62.52444133621505
2022-06-10 00:00:00-04:00,62.974026483776434
2022-06-13 00:00:00-04:00,64.06868593516357
2022-06-14 00:00:00-04:00,64.7518195531163
2022-06-15 00:00:00-04:00,64.21632832659148
2022-06-16 00:00:00-04:00,62.24332939670475
2022-06-17 00:00:00-04:00,63.74423351713689
