,Close
2021-08-02 00:00:00-04:00,153.06083816733985
2021-08-03 00:00:00-04:00,148.59736605726061
2021-08-04 00:00:00-04:00,156.72078637077186
2021-08-05 00:00:00-04:00,155.52482394359703
2021-08-06 00:00:00-04:00,156.51752098290623
2021-08-09 00:00:00-04:00,150.47234716923904
2021-08-10 00:00:00-04:00,148.29474749819872
2021-08-11 00:00:00-04:00,145.22691908191723
2021-08-12 00:00:00-04:00,151.0312432526549
2021-08-13 00:00:00-04:00,159.6595256621126
2021-08-16 00:00:00-04:00,164.36556728904026
2021-08-17 00:00:00-04:00,161.9688879441139
2021-08-18 00:00:00-04:00,172.53155613683708
2021-08-19 00:00:00-04:00,165.45408845862568
2021-08-20 00:00:00-04:00,171.69425366353158
2021-08-23 00:00:00-04:00,173.9449211198533
2021-08-24 00:00:00-04:00,175.2752534795193
2021-08-25 00:00:00-04:00,182.12769465762196
2021-08-26 00:00:00-04:00,185.6233523461836
2021-08-27 00:00:00-04:00,179.24387392401155
2021-08-30 00:00:00-04:00,191.66582736479452
2021-08-31 00:00:00-04:00,193.94420660397842
2021-09-01 00:00:00-04:00,199.2453201880846
2021-09-02 00:00:00-04:00,201.967347765506
2021-09-03 00:00:00-04:00,201.8311729954913
2021-09-06 00:00:00-04:00,196.00766182378726
2021-09-07 00:00:00-04:00,188.90315560741433
2021-09-08 00:00:00-04:00,194.19057144522273
2021-09-09 00:00:00-04:00,203.35317874814223
2021-09-10 00:00:00-04:00,200.50794358317546
2021-09-13 00:00:00-04:00,198.37545401172338
2021-09-14 00:00:00-04:00,198.81490509474335
2021-09-15 00:00:00-04:00,203.63298755922125
2021-09-16 00:00:00-04:00,206.8791404100268
2021-09-17 00:00:00-04:00,205.49298734774706
2021-09-20 00:00:00-04:00,203.46576456699617
2021-09-21 00:00:00-04:00,207.0922157288701
2021-09-22 00:00:00-04:00,207.20627820184274
2021-09-23 00:00:00-04:00,205.87768107178897
2021-09-24 00:00:00-04:00,202.78203438039216
2021-09-27 00:00:00-04:00,210.88107747766216
2021-09-28 00:00:00-04:00,213.82955004181403
2021-09-29 00:00:00-04:00,202.14565609532949
